Text,True_Label,predicted_label,confusion_matrix_class
nasi kotak plus ayam rendang,1,1,True Negative
waketum nasdem capres rekomendasi dpw anies ganjar,0,0,True Positive
relawan sandiaga capres bergerak makassar,0,0,True Positive
stopvaccineforthekids urgensinya,1,1,True Negative
akun facebook bupati ciamis herdiat sunarya dana,1,1,True Negative
memakai sendal jepit ditilang,1,1,True Negative
bantu kpu pbnu kerahkan banser amankan pemilu,0,0,True Positive
megawati kader berpaku hasil survei zona nyaman,0,0,True Positive
ganjar pranowo masuk bursa capres nasdem pdip buka suara,0,0,True Positive
rambut putih ganjar pranowo pilih bahas bantuan cianjur,0,0,True Positive
ppp akui jajaki koalisi pan nasdem pilpres,0,0,True Positive
pemerintah serahkan naskah revisi uu ikn dpr,0,0,True Positive
undangan pelantikan pj sekda dki beredar ketua dprd dibatalkan,0,0,True Positive
pan setuju pemilu diundur singgung konflik rusia ukraina,0,0,True Positive
ustadz zacky mirza meninggal dunia,1,1,True Negative
ketum golkar airlangga hartarto jumpa surya paloh besok,0,0,True Positive
video air pasang daratan ujunggenteng,1,1,True Negative
megawati kader pdip turba menangkan pemilu,0,0,True Positive
romahurmuziy maju pemilunya,0,0,True Positive
dpr desak polisi tindak holywings promo alkohol muhammad maria,0,0,True Positive
kpu bawaslu rapat bareng dpr mendagri bahas pemilu,0,0,True Positive
sepeda motor hilang malam peringatan ulang kota medan,1,1,True Negative
dukungan kh said aqil siradj prabowo sandiaga,1,0,False Positive
jokowi dikabarkan reshuffle kabinet rombak menteri,0,0,True Positive
dorongan mendag diperiksa ekspor cpo sentilan jokowi,0,0,True Positive
foto istri tusuk suami lihat fotonya wanita perempuan langsing,1,1,True Negative
hayo nusron bawa pasukan banser,1,1,True Negative
debat pilwalkot solo ditayangkan live,1,1,True Negative
jokowi penghargaan presiden dunia lari ditemui rakyatnya,1,1,True Negative
video pembina brimob namanya thahir alias ang tjoeng ming,1,1,True Negative
terkait drone china prabowo china negara sahabat,1,1,True Negative
link pendaftaran bantuan umkm,1,1,True Negative
tulisan anies murah indonesia rhenald kasali,1,1,True Negative
sby kembalikan dana bank century rp triliun bantu covid,1,1,True Negative
panik terinfeksi covid varian omicron sembuh mengonsumsi paracetamol mg vitamin c mg vitamin d iu,1,1,True Negative
narasi pesan himbauan pencegahan virus corona mengatasnamakan unicef,1,1,True Negative
cak imin murka pertahanan dibobol bjorka perang siapkan pasukan,0,1,False Negative
nomor sial ppp bersyukur nomor urut,0,0,True Positive
tsamara suami puji anies pikiran,0,1,False Negative
gelombang kuota internet free operator,1,1,True Negative
innalillahi detik detik ular piton teln bocah hidup hidup sang ayah pasrah,1,1,True Negative
banser gereja membawa pulang nasi tumpeng,1,1,True Negative
akun whatsapp camat rappocini syahruddin menawarkan cicilan mobil,1,1,True Negative
innalillahi wa inna ilaihi rojiun jend tni pur wismoyo arismunandar,1,0,False Positive
pembalap marc marquez bulukumba urut,1,1,True Negative
golkar kukuh airlangga cawapres incar gaet parpol,0,0,True Positive
demokrat penjelasan utuh jokowi wacana tunda pemilu,0,0,True Positive
cerita one piece persen one piece mencapai episode,1,1,True Negative
presiden volodymyr zelensky merekam video videonya green screen,1,1,True Negative
anies baswedan menandatangani kontrak pimpin jakarta syariat islam,1,1,True Negative
jgn lippo sdh zona merah orang terpapar d lippo,1,1,True Negative
foto berita waketum gerindra pan partai bunglon hasil suntingan,1,1,True Negative
bahlil bicara penundaan pemilu singgung perubahan konstitusi,0,0,True Positive
istana kursi wamensos diisi,0,0,True Positive
koalisi sipil sorot pj kepala daerah tni dipidana,0,0,True Positive
mpr jokowi pecat sri mulyani anggaran dipotong ingkar janji,0,0,True Positive
sufmi dasco gerindra siapkan deklarasi nasional pencapresan prabowo,0,0,True Positive
dprd dki kecewa anak buah anies absen rapat ngintilin gubernur,0,0,True Positive
pks gugat syarat pencalonan presiden mk pekan,0,0,True Positive
bj habibie lawan berat prabowo jokowi,1,1,True Negative
rombongan koruptor satupun diborgol,1,1,True Negative
presiden pks perintahkan tonton film gs penyadaran sejarah,0,0,True Positive
ali ngabalin logika mahasiswa protes jabatan jokowi,0,0,True Positive
akbar tandjung sambut ridwan kamil gabung golkar,0,0,True Positive
survei ips head to head prabowo ungguli ganjar anies,0,0,True Positive
komisi i dpr setuju andika perkasa diangkat panglima tni,0,0,True Positive
jokowi prabowo ngomongin rakyat tenggelam,1,0,False Positive
pimpinan dpr jokowi perhitungan calon panglima tni,0,0,True Positive
video tahanan eksekusi mati menulis surat ibunya,1,1,True Negative
dipimpin bobby pemkot medan terbaik transaksi e katalog lokal,0,1,False Negative
bawaslu partai ummat lapor alami gangguan verfak ulang,0,0,True Positive
jokowi terharu kaesang bantu biaya pengobatan indra bekti,1,0,False Positive
perpanjangan jabatan anies diatur uu perppu jokowi opsi,0,0,True Positive
pilpres janggal diumumkan kpu provinsi menyelesaikan situng,1,0,False Positive
video butuh pki,1,1,True Negative
indonesia satunya negara didunia pemerintahnya bahagia merelakan rakyatnya kelinci percobaan vaksin china,1,1,True Negative
cak imin prabowo bertemu khofifah surabaya,0,0,True Positive
pan tolak usul cak imin hapus jabatan gubernur referensi,0,0,True Positive
golkar sinyal dukung penundaan pemilu,0,0,True Positive
akun facebook wakil wali kota pekanbaru ayat cahyadi,1,1,True Negative
negara membuang jenazah pasien covid laut,1,1,True Negative
uji kelayakan calon panglima andika perkasa digelar november,0,0,True Positive
kenangan din syamsuddin amien bertamu ajak desak jokowi mundur,0,0,True Positive
pose jari peace rentan duplikasi sidik jari,1,1,True Negative
mpr sri mulyani dipecat bamsoet cs disindir kekanak kanakan,0,0,True Positive
kalah papua nugini wamendagri mini mini freeport papua,0,0,True Positive
perppu ciptaker dibawa paripurna dpr,0,0,True Positive
kematian disebabkan covid dibalut bag,1,1,True Negative
video kuala lumpur pagi melawan arogansi cina,1,1,True Negative
pdip kritik big data kapasitas luhut bicara penundaan pemilu,0,0,True Positive
jokowi gelar pemuda ormas lintas agama,0,0,True Positive
ksp lukas enembe ironis pejabat contoh,0,0,True Positive
malaysia tambahan ribu kuota haji lockdown,1,1,True Negative
unggul survei gerindra akui sulit memenangkan prabowo,0,0,True Positive
dpr setuju wacana klb ginjal akut telusuri penyebabnya,0,0,True Positive
grace natalie plt ketua dpw psi dki jakarta,0,0,True Positive
survei capres ganjar anies meningkat prabowo turun,0,0,True Positive
pasal zina korban politik identitas bernama consent,0,1,False Negative
sms kejutan tiktok bonus rp juta,1,1,True Negative
kanika kapoor tularkan virus corona pangeran charles,1,1,True Negative
suara pejuang anti diskriminasi indonesia,1,1,True Negative
demokrat harap koalisi pengusung anies deklarasi ramadan,0,0,True Positive
wakil bupati yapen frans sanadi meninggal dunia,1,1,True Negative
prabowo bersedia capres,0,1,False Negative
pantau harga migor pasar ksad dudung dinilai lampaui tugas,0,0,True Positive
gedung kejaksaan agung terbakar lbp pemutihan koruptor,1,1,True Negative
lsi denny ja pdip kalah puan capres,0,0,True Positive
viani eks psi rapat dprd fraksi rakyat jakarta,0,0,True Positive
hukuman mati mata aktor ganteng dibawakan makanan sisa penjara alasan mulia dibaliknya,1,1,True Negative
jokowi kumpulkan pj kepala daerah istana,0,0,True Positive
partai reformasi pandai prima lengkapi berkas administrasi,0,0,True Positive
nasdem isu reshuffle presiden ambil kebijakan,0,0,True Positive
koalisi disabilitas temukan pasal bermasalah draf ruu tpks,0,0,True Positive
ruu dob papua disepakati komisi ii dpr disahkan paripurna,0,0,True Positive
pdip larang keras kader gerakan tambahan terkait pilpres,0,0,True Positive
kopi cegah sembuhkan covid,1,1,True Negative
foto luhut pandjaitan hasil suntingan,1,1,True Negative
waketum ppp tepis kabar suharso kib,0,0,True Positive
aksi geruduk kedubes arab saudi bela kalimat tauhid habib rizieq,1,1,True Negative
pakar pengganti anies diusulkan tito dipilih jokowi,0,0,True Positive
sengit adu argumen hamdan yusril kisruh demokrat,0,0,True Positive
kartu nikah kementrian agama ri foto istri,1,1,True Negative
pakar jokowi king maker tingkat kepuasan stabil,0,0,True Positive
daging babi halal halal pork singapura,1,1,True Negative
pesan singkat shopee hadiah rp juta,1,1,True Negative
link kuesioner ulang bri,1,1,True Negative
demokrat terima kedatangan puan terbuka,0,0,True Positive
sekjen pdip hasto sindir parpol deklarasi capres,0,0,True Positive
fx rudy rayakan hut ganjar disanksi ndak bicara capres,0,0,True Positive
honor petugas pemilu kali lipat kpu anggarkan rpt,0,0,True Positive
cak imin airlangga puji bicara koalisi kerja,0,0,True Positive
fifa paket data gb menonton piala dunia,1,1,True Negative
demokrat anggap dukungan jokowi capres etis,0,0,True Positive
pasien covid meninggal rumah sakit manaf kota jambi,1,1,True Negative
giliran pks pertemukan anies ahmad heryawan,0,0,True Positive
video sertifikat halal mui kuasai ratusan triliunan rupiah,1,1,True Negative
pernyataan dr ir hj sri nurdiati panik masker lupa antibodi,1,1,True Negative
spanduk warga nahdliyin rindu khilafah milik nu,1,1,True Negative
meletakkan bawang putih telinga menyembuhkan sakit kepala sakit telinga,1,1,True Negative
corona virus rs bhayangkara indramayu,1,1,True Negative
pesan whatsapp pengangkatan tenaga honorer perawat guru tes pemprov yogyakarta,1,1,True Negative
presiden usa joe biden berlutut memohon maaf didepan anak lelaki george floyd,1,1,True Negative
akun karir pt jasa raharja,1,1,True Negative
pesan jokowi mpr ingatkan politisasi agama,0,0,True Positive
berpeluang pimpin jateng gibran janji setia warga solo,0,0,True Positive
gatot nurmantyo partai ummat bentuk evaluasi pan,0,0,True Positive
laporan dana reses dpr dinilai pengamat desak revisi pp,0,0,True Positive
dpr sahkan rkuhp paripurna besok pasal kontroversial,0,0,True Positive
usung anies capres nasdem hadapi fitnah khianat,0,0,True Positive
dpr ancam panggil paksa mendag lutfi terkait minyak goreng langka,0,0,True Positive
imigran china jakarta dipulangkan anies baswedan negara asalnya,1,1,True Negative
foto gempa taiwan september,1,1,True Negative
santunan dana bpmi tkw tki uea senilai aed ribu,1,1,True Negative
pks risau pilpres pan gabung koalisi pemerintah,0,0,True Positive
pkb posisi koalisi bertemu barang,0,0,True Positive
emil respons rencana demo april aturan,0,0,True Positive
survei indopol masyarakat percaya partai politik,0,0,True Positive
gibran boyong produk umkm solo pameran paris,0,1,False Negative
cabup yalimo kalah pilkada kali gugat mk,0,0,True Positive
mahfud rencana pernikahan ketua mk pelanggaran etik,0,0,True Positive
awan tanda kiamat,1,1,True Negative
video warga kanada menghancurkan kamp karantina kota ottawa,1,1,True Negative
maruf amin mundur jokowi prabowo gantikan posisi,1,1,True Negative
mahfud md kelompok murni manfaatkan situasi covid,0,0,True Positive
pemerintah inggris menurunkan status covid covid sembuh paracetamol,1,1,True Negative
akun whatsapp kadis kominfosanti tawarkan lelang kendaraan,1,1,True Negative
pakar pemilu mundur menteri happy rakyat marah,0,0,True Positive
pan bpkh singgung rumor dana haji infrastruktur,0,0,True Positive
ksp kritik bem ui kinerja pemerintah situasi buruk,0,0,True Positive
wapres covid dipakai picu distrust pemerintah,0,0,True Positive
gambar tangkapan layar artikel ustadz abdul somad hukum mencintai pasangan orang dosa nilai jihad,1,1,True Negative
azan melemahkan virus corona,1,1,True Negative
dzalim vaksin model anti omicron,1,1,True Negative
negara melaksanakan kebijakan haji gratis berdasarkan perintah kesultanan buton,1,1,True Negative
bambang pacul dilantik ketua komisi iii dpr besok,0,0,True Positive
ditemukan es batu,1,1,True Negative
jokowi tersinggung rakyat matikan tv pelantikan,1,0,False Positive
video menara masjid al aqsо dirobohkan israel,1,1,True Negative
prabowo tertawa respons peluang maju bareng jokowi,0,0,True Positive
dpr setop pembahasan ruu penanggulangan bencana,0,0,True Positive
video keluarga cendana menjemput tiko,1,1,True Negative
politisi india urin kotoran sapi obat virus corona,1,1,True Negative
klaim oligarki gerindra sindir partai karbit anak ketum,0,0,True Positive
suharso dicopot kursi ketum ppp digantikan wantimpres jokowi,0,0,True Positive
pesan whatsapp dana bantuan bpjs senilai juta,1,1,True Negative
teman kelas angkatan kuliah fakultas kehutanan ugm testimoni jokowi,1,1,True Negative
tangis megawati lihat jokowi kurus diejek kodok,0,1,False Negative
jokowi resmi lantik zulhas hadi tjahjanto wamen,0,1,False Negative
bob tutupoly meninggal dunia,1,1,True Negative
survei indikator mayoritas warga nu pemilu,0,0,True Positive
hasto pdip anggap kekhawatiran sby pasang capres,0,0,True Positive
tni polri gubernur kontras takut orba bangkit,0,0,True Positive
bambang susantono bongkar alasan dipilih jokowi kepala ikn,0,0,True Positive
video boing china airlines kecelakaan march,1,1,True Negative
fadli zon dukung sby pemilu kecurangan sistemik masif,0,0,True Positive
arteria mobil berpelat nopol tatakan,0,1,False Negative
video animasi penyebaran virus corona,1,1,True Negative
kader pdip sakit hati ganjar pranowo bikin konten bawa nama partai,0,0,True Positive
starbucks menyediakan limited starbucks thermo flask orang,1,1,True Negative
presiden prancis macron maaf berjanji membantu pendirian sekolah turki prancis,1,1,True Negative
minuman probiotik yakult terbuat sperma sapi,1,1,True Negative
link program kuota belajar kemendikbud,1,1,True Negative
akun whatsapp wakil bupati klaten nomor donasi ibadah yayasan,1,1,True Negative
mia khalifa bunuh,1,1,True Negative
lsi denny ja pendukung syariat islam merapat pks ppp,0,0,True Positive
chadwick boseman diracun,1,1,True Negative
demokrat setuju parlemen rs covid pkb tolak,0,0,True Positive
bertemu bamsoet pelapor cabut laporan sambo mkd,0,0,True Positive
sosok rambut putih jokowi ganjar pranowo,0,0,True Positive
video kapal bergoyang badai eunice,1,1,True Negative
cak imin ri tertinggal negara investasi sdm,0,0,True Positive
puncaki elektabilitas masyarakat sumut apresiasi kinerja bobby,0,0,True Positive
bintang logo logo hut kemerdekaan republik indonesia,1,1,True Negative
foto habib rizieq firza husein,1,1,True Negative
giring klarifikasi kemelut dpp psi dki gara gara kritik anies,0,0,True Positive
dpr penahanan putri candrawathi penuhi keadilan publik,0,0,True Positive
hasto lomba bakiak pemilu curi start,0,0,True Positive
nama anggota kpu bawaslu beredar proses dpr dianggap formalitas,0,0,True Positive
pemberhentian tunjangan kinerja anggota tni,1,1,True Negative
risma gibran disodorkan dki proyek politik pdip,0,0,True Positive
lelang online sepeda brompton rp juta,1,1,True Negative
putri esmat al dowleh lambang kecantikan persia abad menyebabkan pemuda bunuh ditolak cintanya,1,1,True Negative
pemerintah jokowi tawarkan kota bogor cina,1,1,True Negative
respons amien rais nasdem akui luhut terkesan mendominasi kabinet,0,0,True Positive
jokowi lantik dubes fadjroel kazakhstan,0,1,False Negative
puan dilaporkan mkd buntut rayakan ulang rakyat demo bbm,0,0,True Positive
pansus ruu ikn bungkam kunker kazakhstan kerusuhan,0,0,True Positive
pkb reshuffle bisik bisik istana,0,0,True Positive
habib gerindra pasal hina presiden rkuhp dialihkan,0,0,True Positive
cak imin klaim kaitan penundaan pemilu korupsi cpo,0,0,True Positive
gerindra tegaskan prabowo lawan airlangga pilpres,0,0,True Positive
telkomsel denny siregar monyet,1,1,True Negative
projo persen pendukung jokowi sreg ganjar pranowo,0,0,True Positive
jokowi apresiasi rencana mpr kaji pokok pokok haluan negara,0,0,True Positive
pks dukung pernyataan firli ambang batas capres dorong korupsi,0,0,True Positive
barisan relawan jokowi amputasi pemburu rente kabinet,0,0,True Positive
ketum pemuda pancasila wajibkan kader pilih anies pilpres,0,0,True Positive
ahmad sahroni buka suara pembongkaran jalur sepeda,0,1,False Negative
video eksekusi penyebar khilafah arab saudi,1,1,True Negative
video ulasan iphone pro,1,1,True Negative
dampak psbb pegawai pelni dibegal jakarta utara,1,1,True Negative
amandemen menghilangkan kalimat syahadat bendera arab saudi,1,1,True Negative
video demonstrasi warga moskow menolak invasi rusia ukraina,1,1,True Negative
foto tim medis jepang wuhan,1,1,True Negative
puan respons brutus istana sudahi polemik penundaan pemilu,0,0,True Positive
raja thailand panggil ulama islam baca doa tolak bala covid,1,1,True Negative
dpr kpu gelar rapat keputusan tahapan pemilu besok,0,0,True Positive
kamar ferry irawan digeledah bukti terungkap,1,1,True Negative
prabowo temui sultan hamengkubuwono x keraton yogya,0,0,True Positive
dpr pandemi tenang berpolitik,0,0,True Positive
korban virus corona pik,1,1,True Negative
surya paloh hubungan buruk pdip,0,0,True Positive
new zealand herald kecam jokowi dianggap lecehkan pemerintah rakyat selandia,1,1,True Negative
dprd dki usul nama jalan kebon sirih diganti ali sadikin,0,0,True Positive
demokrat bem ui kampus alat istana,0,0,True Positive
pembuangan mayat,1,1,True Negative
mkd pelajari laporan masinton luhut brutus istana,0,0,True Positive
jubir kader nasdem zulfan lindan rusak hubungan prabowo surya paloh,0,0,True Positive
membaca peluang duet prabowo puan sowan megawati,0,1,False Negative
airlangga cari capres kib lanjutkan program ikn jokowi,0,0,True Positive
set top box mendeteksi orang divaksin,1,1,True Negative
workshop al quran nusantara diadakan uin imam bonjol padang bertujuan al quran nusantara,1,1,True Negative
pks tanggapi santai elite nasdem sambangi sekber gerindra pkb,0,0,True Positive
fx rudy pakai seragam merah menyala kantor dpp pdip,0,0,True Positive
minum minyak kayu putih menyembuhkan covid,1,1,True Negative
krisdayanti histeris raul lemos menikah,1,1,True Negative
hadiah ulang kimia farma senilai rp juta,1,1,True Negative
pembantu positif corona penjaringan,1,1,True Negative
aktivis desak cak imin pengusul tunda pemilu maaf,0,0,True Positive
pan mumtaz rais guyon dukungan gus miftah,0,0,True Positive
anggota tni polri dipenjara setahun kampanye,0,1,False Negative
sikap pbnu tugas kiai juru kampanye,0,0,True Positive
bosan bosan berita dusta,1,1,True Negative
ketua kpu pemilu coblos partai caleg,0,0,True Positive
mengamuk mengigit rekan kerjanya buruh pabrik depok terpaksa dikarantina,1,1,True Negative
hmi kondisi abdul muis sehat hilang,0,1,False Negative
smrc kepuasan publik jokowi mudik lebaran,0,1,False Negative
puan sorot nirina zubir desak berantas mafia tanah bpn,0,0,True Positive
al gore megawati bencana negaramu rentan disaster,0,0,True Positive
pesan foto mexico did it retas ponsel,1,1,True Negative
erick thohir sambutan meriah acara milad ppp cilegon,0,0,True Positive
sederhana medical check up sendok,1,1,True Negative
massa demo bawaslu desak sanksi anies curi start kampanye,0,0,True Positive
surya paloh akui bahas duet ganjar anies jokowi,0,0,True Positive
pkb akui kader pasang baliho cak imin,0,0,True Positive
tautan pos indonesia subsidi juta,1,1,True Negative
meninggal handphone cas,1,1,True Negative
akun whatsapp tokopedia membagikan hadiah,1,1,True Negative
hacker masuk facebook bbm,1,1,True Negative
lutfi alfiandi ditangkap melecehkan bendera,1,1,True Negative
anies baswedan dinobatkan gubernur terbaik dunia,1,1,True Negative
labu kuning kukus sembuhkan covid,1,1,True Negative
aids jenis hasil pencampuran covid vaksin cacar monyet monkeypox,1,1,True Negative
puan kritik ida fauziyah jht cair usia sensitif,0,0,True Positive
klaim mengabarkan gempa,1,1,True Negative
ramuan bawang putih kunyit jahe madu membersihkan nikotin tar paru paru,1,1,True Negative
geoge floyd tewas ditembak,1,1,True Negative
wagub dki buka suara giring tuduh anies pembohong,0,0,True Positive
komnas perempuan penyempurnaan ruu tpks baleg dpr,0,0,True Positive
gibran positif covid jokowi diklaim sehat beraktivitas,0,0,True Positive
tuduhan dorce ratna sarumpaet,1,1,True Negative
jubir bantah yenny wahid dukung anies capres,0,0,True Positive
kandidat panglima tni isu pandemi natuna,0,0,True Positive
risma mengaku kali tolak menteri tawaran jokowi megawati,0,0,True Positive
alfamart menyumbangkan kupon membantu melawan covid,1,1,True Negative
puan maharani pro rakyat pembukaan uud,1,0,False Positive
diduga terinfeksi virus corona warga depok diisolasi,1,1,True Negative
gerindra klaim prabowo dijegal maju capres,0,0,True Positive
demokrat ketua mk menikah adik jokowi khawatir,0,0,True Positive
nasdem partai deklarasi dukung anies capres,0,0,True Positive
gerindra bicara duet prabowo puan pilpres,0,0,True Positive
aksi penculikan anak cianjur,1,1,True Negative
jokowi ingatkan aparat hukum berantas korupsi ipk anjlok,0,0,True Positive
uu pemilu kpu tolak capres partai jegal calon,0,0,True Positive
demokrat usung ahy ketimbang kader ganjar,0,0,True Positive
surat panggilan interview karyawan garuda indonesia,1,1,True Negative
rocky gerung kritik keras jokowi terbitkan perppu ciptaker,0,0,True Positive
akun facebook bupati lebong kopli ansori,1,1,True Negative
masinton pdip kenang haji lulung sosok mengayomi tanah abang,0,0,True Positive
pesan obama pemilu presiden kenya,1,1,True Negative
foto anak pembunuh pelaku pemerkosaan ibunya,1,1,True Negative
sandiaga sentilan prabowo kader gerindra gabung partai,0,0,True Positive
indonesia australia perang terdengar suara tembakan helikopter,1,1,True Negative
ahy pimpin demokrat daftar pemilu kpu,0,0,True Positive
riska syabila mahasiswi penemu formula ajaib pemutih badan suntik kimia alat kecantikan,1,1,True Negative
eks jubir jokowi fadjroel rachman periode harga mati,0,0,True Positive
terapi uap panas minyak kayu putih membunuh virus corona,1,1,True Negative
discount teriak periode,1,1,True Negative
hasto pdip safari anies dicap etis etika pemimpin,0,0,True Positive
menag izinkan masjid gelar salat tarawih pandemi covid,1,1,True Negative
isu reshuffle kabinet golkar klaim larang,0,0,True Positive
video panwaslu kpu dibuka belangnya anggotanya,1,1,True Negative
innalillahi wainnalillahi rajiun kabar duka eko patrio meninggal dunia akibat kecelakaan maut,1,1,True Negative
pengurus daerah dorong usung ganjar capres ppp pendapat ulama,0,0,True Positive
yusril pembangunan terlemah pemerintahan jokowi sektor hukum,0,0,True Positive
pdip usul pemerintah pesantren tutup indonesia,1,0,False Positive
akun whatsapp bupati kepulauan meranti akbp h asmar bantuan,1,1,True Negative
tjahjo kumolo meninggal vaksin covid,1,1,True Negative
psi jakarta banjir anies hoki,0,0,True Positive
jokowi fake and authoritary president of rrc communists indonesia branch,1,1,True Negative
buntut permasalahan tki indonesia kirim prajurit perbatasan malaysia,1,1,True Negative
muscab demokrat medan diwarnai keributan diklaim miskomunikasi,0,0,True Positive
sekjen gerindra cak imin cawapres potensial dampingi prabowo,0,0,True Positive
demokrat kejang sby ahy gak terima lucas enembe dijemput paksa kpk,1,0,False Positive
sandi klaim erat ganjar janjian bertemu dieng,0,0,True Positive
foto melania trump memegang kaos bergambar wajah donald trump,1,1,True Negative
foto kader perempuan pks atribut tambahistri,1,1,True Negative
mpr uud kitab suci amendemen dianggap tabu,0,0,True Positive
pks pemerintah jujur pandemi racuni rakyat,0,0,True Positive
gonjang ganjing koalisi jokowi isu reshuffle rabu pon,0,0,True Positive
blunder cak imin versi loyalis gus dur,0,0,True Positive
giring psi keliling indonesia rakyat jokowi presiden,0,0,True Positive
bawaslu tolak undangan rapat isu penundaan pemilu pemerintah,0,0,True Positive
pdip sanksi kader capres keputusan megawati,0,0,True Positive
mahfud md perppu gugurkan inkonstitusional bersyarat uu cipta kerja,0,0,True Positive
fadjroel ngabalin buka suara king of lip service,0,0,True Positive
ahy paloh deklarasi nasdem demokrat pks tinggal tunggu,0,0,True Positive
koalisi pkb gerindra dideklarasikan agustus,0,0,True Positive
video penyebab listrik mati sebanjaran,1,1,True Negative
maruf amin masyarakat mengakui jokowi pemimpin kedepan masuk neraka turunan,1,1,True Negative
pendiri pan sindir puan ahy kampanye pandemi,0,0,True Positive
demokrat pdip panas puan maharani temui ahy,0,0,True Positive
foto yoshitha rajapaksa membangun hotel deniyaya,1,1,True Negative
viral bocah papua lantunkan alquran merdu,1,1,True Negative
jelang lengser anies bertemu uskup agung jakarta rizieq shihab,0,1,False Negative
video bule ojo dibandingke the voice eropa,1,1,True Negative
program beasiswa unggulan mengatasnamakan kemendikbud,1,1,True Negative
video jalan amblas kawasan songgoriti kota batu malang,1,1,True Negative
dki kucurkan rp miliar tebus ijazah siswa ditahan sekolah,1,1,True Negative
mensesneg pratikno jokowi reshuffle kabinet,0,0,True Positive
pesan whatsapp bupati jember bagikan sumbangan,1,1,True Negative
baleg dpr putuskan ruu sisdiknas masuk prolegnas prioritas,0,0,True Positive
koplak kompas tv demo tolak hip ga disiarkan giliran demo pdip live,1,1,True Negative
lady gaga baca alquran surah ad dhuha,1,1,True Negative
polemik ataturk ketua dprd tagih jalan ali sadikin anies,0,0,True Positive
pemprov dki anggarkan dana hibah rp miliar tni polri,0,0,True Positive
bill gates menyarankan depopulasi vaksinasi solusi nol karbon,1,1,True Negative
mahfud md komisioner ham pbb puji kerja kejaksaan agung,0,0,True Positive
ppp amandemen uu tunda pemilu seiizin rakyat,0,0,True Positive
surat edaran bawaslu jatim perihal undangan sosialisasi tindak putusan ma kpud jember,1,1,True Negative
ramai kritik luhut urus minyak goreng picu konflik kepentingan,0,0,True Positive
formappi dpr era puan berpotensi terburuk,0,0,True Positive
hrs membawa kertas bertuliskan happy valentine virza,1,1,True Negative
jeda presiden dinilai bebek lumpuh pilpres,0,1,False Negative
ketua dprd dki fraksi menolak interpelasi berkomentar,0,0,True Positive
mui dki bela anies baswedan serangan buzzer medsos,0,0,True Positive
foto jokowi pingsan butuh nafas buatan,1,1,True Negative
cak imin parpol bersatu pemerintah bikin aja,0,0,True Positive
as eropa kirim bantuan senjata malaysia,1,1,True Negative
pan akui kian erick thohir jelang pilpres,0,0,True Positive
katy perry terkena ramsay hunt syndrome,1,1,True Negative
pesan whatsapp shopee cashback voucher belanja rp juta,1,1,True Negative
video jokowi bebaskan h r s langsung dibawa istana dilantik menag gantikan yaqut,1,1,True Negative
pencegahan gejala stroke penderita riwayat hipertensi diabetes kolestrol,1,1,True Negative
hasto bambang pacul ganjar salaman cita cita menyatukan,0,0,True Positive
ramai relawan deklarasi dukung capres pandemi,0,0,True Positive
jokowi blusukan rumah warga bali malam malam bantuan rp juta,0,1,False Negative
foto mesjid meledak sholat subuh jamaah meninggal dunia,1,1,True Negative
batu an karya seni gabion terumbu karang yg dilindungi uu,1,1,True Negative
didit prabowo menikahkan gay,1,1,True Negative
basarah pdip nilai sri mulyani hormati mpr sulit koordinasi,0,0,True Positive
pdip bantah demokrat tuduhan sby andi arief,0,0,True Positive
pengumuman jadwal vaksinasi wilayah jawa barat maret gubernur,1,1,True Negative
anies deklarasi capres nasdem fokus urus jakarta,0,0,True Positive
tito kepala daerah aturan pedulilindungi hadapi nataru,0,0,True Positive
akun facebook wakil bupati terpilih lampung ardito wijaya,1,1,True Negative
sekjen dpr gorden rp miliar lapuk,0,0,True Positive
jokowi pamer pengendalian pandemi bencana indonesia forum dunia,0,0,True Positive
foto cuitan korban meninggal… pedjoeang islam,1,1,True Negative
pesan pembuatan grup whatsapp virus covid sekjen kemenkes,1,1,True Negative
adian pdip sentil sby laporkan info kecurangan pemilu pidato,0,0,True Positive
pakar calon pengganti anies diputuskan jokowi,0,0,True Positive
laboratorium biologi china wuhan dimiliki glaxosmithkline,1,1,True Negative
nasdem sentil bahlil fokus investasi nimbrung jadwal pilpres,0,0,True Positive
balas pdip deklarasi anies nasdem singgung deklarasi prabowo,0,0,True Positive
pesan berantai air pam palembang mati asian games,1,1,True Negative
fx rudy ganjar dipanggil pdip dianggap kader,0,0,True Positive
kpu resmi tetapkan nomor urut parpol peserta pemilu,0,0,True Positive
selamat jalan ari lasso dikuburkan klegen kartoharjo,1,1,True Negative
jokowi menteri nasdem rapat,0,0,True Positive
foto ustad tengkul zul roket,1,1,True Negative
video ekonomi hancur terlilit utang jokowi terancam serahkan indonesia china,1,1,True Negative
fahmi pks alasan maaf pdip interupsi puan,0,0,True Positive
rektor iain surakarta umumkan penerimaan beasiswa sms,1,1,True Negative
situbondo lockdown,1,1,True Negative
jokowi china kirim juta warganya indonesia,1,1,True Negative
rachmawati soekarnoputri meninggal dunia gerindra berduka,0,0,True Positive
pemerintah bentuk gugus tugas pemilu lintas kementerian,0,0,True Positive
istri sah labrak wanita simpanan dirut garuda,1,1,True Negative
golkar solo usulkan gibran cagub jateng,0,0,True Positive
video perlakuan rezim jokowi cs ulama surabaya,1,1,True Negative
