Text;True_Label
alasan megawati umumkan capres pdip kantongi nama;0
daftar pemilu nasdem target masuk suara;0
ngabalin fadli zon sindir jokowi ngoceh;0
bcl meninggal pagi wib;1
kecoak demokrasi sebutan buzzer desak presiden periode;0
surat permintaan data pensiunan pns asn terkait program wirausaha pintar bkn;1
sandiaga uno kawal vaksinasi relawan capres lombok;0
waketum pkb lahir batin pemilu digelar;0
akun instagram birds bees birdsnbeessbaby;1
surya paloh umumkan capres pilihannya koalisi terbentuk;0
megawati kader grasa grusu capres;0
zulhas prabowo berkali kali kalah menang pilpres;0
mahasiswa kado ultah jokowi demo rkuhp;0
puan janji dpr tuntaskan pembahasan ruu;0
yahya staquf capres pbnu said terobsesi;0
jokowi ingatkan yudo jaga netralitas tni politik praktis;0
poin poin pidato megawati hut pdip;0
edy rahmayadi putin ukraina serang;0
sindiran jokowi kib hut golkar rangkul rangkulan;0
dasco gerindra sebarkan isu prabowo khianati pendukung;0
aria bima efek arteria jabar hubungan pdip sunda kuat;0
pernyataan moh indro cahyono terbongkar fakta covid;1
dpr sahkan ruu kota negara paripurna;0
anies ucapkan terima kasih temui ahy solid;0
pesan whatsapp razia stnk wilayah indonesia;1
yusuf kallah selingkuh dukung no menyelamatkan partai pki;1
pdip kritik tito karnavian jadwal pemilu kunjung;0
respons kaesang pks usul keluarga inti presiden dilarang pemilu;0
nasdem beberkan respons anies masuk nama capres;0
cacing berkembang mata mengucek memegang kucing anjing;1
survei indikator elektabilitas prabowo kalahkan ganjar;0
akun facebook bupati tegal hajjah umi azizah;1
dpr panggil idi pekan terawan;0
rekrutmen kerja pt salim ivomas;1
jokowi akui rencana reshuffle kabinet;0
video worldwar tni indonesia russia ruski ukr ukraine;1
pdip diprediksi calonkan ganjar presiden anies maju capres;0
jatah gaji tunjangan anggota dprd dki rp miliar;0
jokowi gabungkan ristek dikti ditjen;0
anak balita ditinggal pinggir jalan bapaknya tenggelam jembatan suramadu;1
nama anggota kpu dicatut parpol daftar pemilu;0
rekrutmen kerja pt pln yogyakarta november;1
menteri ppn pertimbangkan usul tunda pemekaran papua;0
kementerian agama diganti namanya kementerian urusan haji zakat wakaf;1
pria solo meninggal dunia akibat memakan kangkung berisi lintah;1
santri hidupnya pondok dicurigai terpapar covid keluyuran mall dibiarin aja;1
ma ruf pemekaran papua layanan publik mudah diakses;0
istana lepas tangan twk kpk urusan internal;0
jokowi polri kawal pemilu proyek ikn;0
amendemen uud dpd usung capres cawapres independen;0
tolak periode jokowi tegaskan setia konstitusi reformasi;0
pks lantik dewan penasihat tifatul sembiring eks wakapolri;0
wakil wali kota surabaya terpilih armuji meninggal dunia;1
sdh melegalkan kemaksiatan;1
berita merdeka com maruf amin jokowi mukjizat berbicara binatang nabi sulaiman;1
pks kritik airlangga ikatan cinta ppkm konsisten;0
demokrat lukas enembe stroke berat sulit jalan bicara;0
fx rudy pdip solo dukung gibran maju pilgub dki ketimbang jateng;0
mengonsumsi air hangat berkumur air garam hilangkan virus corona;1
video menampilkan pesawat insiden wtc;1
pks protes kunker dpr bahas ruu ikn kazakhstan;0
informasi lowongan kerja rumah sakit islam jombang;1
foto penggundulan hutan kalimantan barat;1
mahfud curhat jokowi isu periode ramai;0
pakar klaim big data luhut salah logika;0
megawati utus puan jajaki koalisi partai pks demokrat;0
video simpanan emas ratu elizabeth ii tersimpan ruangan tanah;1
anies cabut pergub era ahok jabatan pengurus rt rw;0
menghirup uap panas teh herbal mencegah menyembuhkan covid;1
komisi iii dpr polri buka hasil autopsi brigadir j;0
mmpus pemerintah jerman tampar keras nikmir bunda corla taat pajak wna;1
pks tangkis fahri oposisi memble butuh bukti bicara;0
video ras reptil ciakahrr penduduk asli bumi;1
kpu parpol catut nama warga provinsi;0
pdip mekanisme surat tugas kota berlaku kader;0
aplikasi flixonline menawarkan akses netflix gratis;1
benny k harman tokoh cemas anies presiden;0
video kondisi gempa bumi sand point alaska;1
gambar kondisi rizieq shihab kritis dibimbing bacaan ayat suci al quran;1
pan lulung langsung jabat ketua ppp dki jakarta;0
pan anggota pansus ikn dipangkas separuh;0
dprd anggaran proyek pengelolaan sampah sunter bengkak rp t;0
perubahan tarif transaksi bri;1
foto post presiden chechnya dukung prabowo sandi;1
band gigi for prabowo sandi;1
mk tolak gugatan verifikasi partai politik uu pemilu;0
foto papua jalan trans papua yg kinclong mulus;1
deret kejanggalan deklarasi anies sang presiden diawali ribut bendera;0
ahy tunda pemilu pilkada digelar pandemi;0
bawaslu pelototi tiktok cegah kampanye negatif pemilu;0
email pt pos indonesia terkait kegagalan pengiriman barang;1
email program kerja shopee maxim berhadiah rp juta;1
persen anggota dprd dki setor lhkpn nasdem terendah;0
daftar kandungan bahan kimia berbahaya vaksin covid;1
dpp nasdem ganjar diusulkan catatan pinggir wilayah;0
kemenag bantuan ramadhan rp juta sekolah islam;1
naruh bom tukang gojek islam sudutkan tuduh teroris;1
minum teh batang lada sembuhkan covid;1
politik identitas dominasi pemilu alasannya;0
cacar monyet ditularkan hubungan seksual laki laki;1
video pria ditinggal nikah pacaran;1
video biden merayakan ulang masker;1
dpr bentuk panja vaksinasi buntut vaksin kosong medan;0
megawati rakernas pdip puan putri tercinta;0
kubu ahy buka pintu moeldoko maaf;0
goobernur anis bukti otentik panitera mahkamah internasional;1
akun facebook siber polri doi ditsiber online indonesia;1
yudo salah sumpah jabatan pelantikan panglima tni;0
hasto pdip kenal premanisme tertib hukum;0
nik jokowi situs kpu persetujuan capres;0
risma akui dicuekin bupati alor video viral;0
dasco klaim mayoritas parpol setuju nomor urut pemilu;0
info rekrutmen pt pertamina persero;1
tka china masuk indonesia fungsi ppkm;0
komisi ii dpr cecar tito karnavian seruan jokowi periode;0
sudirman said akui perjanjian utang pilkada anies sandiaga;0
baleg sepakati ruu ite rkuhp ruu pas masuk prolegnas;0
sandiaga salahuddin uno sandi gelar professor dipakainya;1
video kendari memanas agustus tka china masuk indonesia;1
bodoh dibodohkan miskin dimiskin sistem ppkmleveldiperpanjang;1
ganjarist sindir isu jokowi ketum pdip niat adu domba ganjar;0
akun instagram bpjamsostek info bpjstku situs kemenaker info dot crayon dot world;1
video tka china masuk palembang apd lengkap biar nakes;1
anies pembicaraan jokowi istana;0
gerindra tolak keras konversi lpg kompor listrik;0
simulasi the republic institute anies ahy ungguli puan ganjar jawa;0
nasdem buka suara isu tahan koalisi perubahan anies;0
video cuitan gempa tsunami cuba;1
survei kedaikopi anies gubernur pulau jawa terbaik tangani covid;0
ahy jht adil logis;0
survei indikator prabowo sandiaga uno capres cawapres favorit;0
pesawat pesawat paf menciptakan formasi indah nama allah langit;1
prabowo kacamata google glass contek debat pilpres;1
pks sentil ruang kerja megawati cs rp m brin butuh ruang tidur;0
istri oded ketua dpd pks diusulkan wakil wali kota bandung;0
dunia dilanda krisis presiden jokowi dipilih pbb pemimpin satgas penanganan krisis global;1
ketua kpud bekasi meninggal dunia;1
jokowi tinjau formula e pdip jamin interpelasi anies jalan;0
demokrat sentil dana covid proyek mercusuar airlangga bantah;0
presiden pks uu ikn serampangan formil prosedural bermasalah;0
gerindra nama berpotensi gantikan anies jakarta;0
narasi poster ahy ketua partai demokrat periode;1
koalisi perubahan disarankan pilih cawapres anies jalan ilmiah;0
politikus nasdem ahok selesai maju pilgub dki;0
daftar lengkap nomor urut parpol peserta pemilu;0
hebatnya kepolisian malaysia;1
upaya bobby nasution dorong investasi kota medan;0
kpu uji coba internal penyederhanaan surat suara pemilu;0
audrey yu jian hui nasa;1
demokrat somasi kamaruddin klaim disembah sby;0
uni emirat arab selamatkan indonesia hutang triliun;1
dpr penjelasan kpk pemecatan pegawai;0
cina landa virus corona allah hadiah kpd umat muslim cina terbukanya mesjid daratan cina;1
calon wali kota pasuruan raharto teno mengubah pancasila;1
gubernur anies baswedan mengecat rumah warga antisipasi banjir;1
mahfud md mengikuti jejak kakeknya raden ario majang koro penghianat;1
ahy respons kabar deklarasi bareng nasdem pks februari mohon doanya;0
ebenezer tantang guntur romli beberkan bukti adu domba ganjar pdip;0
ruu tpks pelaku kekerasan seksual digital dipenjara;0
deret tugas kewenangan khusus megawati brin;0
ppatk beber uang triliunan hasil ilegal modal politisi pemilu;0
survei ips mayoritas publik tolak penundaan pemilu;0
relawan sebar bantuan jabar ganjar pranowo buka suara;0
nasdem akui anies antitesis jokowi zulfan lindan dinonaktifkan;0
kim jong un komentar terkait kepulangan habib rizieq indonesia;1
dpr calon jemaah haji lunas tunda biaya;0
gibran uea terima dana hibah ratusan miliar mbz;0
kejadiannya desa tungondeng kabupaten bulukumba;1
kursi dpr mencukupi gerindra pkb usung capres;0
ramai ramai tolak ruu sisdiknas nadiem imbas madrasah hilang;0
relawan jokowi bubarkan gp mania batal dukung ganjar capres;0
ferdy sambo dieksekusi mati februari;1
foto mobil esemka berbahan dasar kayu;1
politikus sosok perahu bajak pkb;0
latto latto yahudi;1
rekaman menit brigadir j meninggal;1
risma walikota surabaya marah kpu bawaslu;1
tv nasional siarkan berita terkait banjir melanda kalsel;1
kubu ahy kecam rencana moeldoko cs gelar hut demokrat;0
kritik rocky gerung ganjar people power anies;0
posko perlawanan kebangkitan pki glodok;1
covid subvarian xbb berbeda mematikan mudah terdeteksi;1
video alat tes covid palsu berfungsi;1
kpu pemilu februari april puasa ramadan;0
video aksi bunuh roxy mas jakarta;1
menyebutnya disinfeksi;1
mumi dinosaurus appalachiosaurus ditemukan tennessee;1
anies sambangi yogyakarta november;0
ceo pfizer ditangkap didakwa penipuan;1
inalilahi wainailaihi rojiun meninggal hrs sel karna kena covid…;1
racikan air kelapa muda jeruk nipis garam madu membunuh virus covid;1
sby kenang dikritik kekuasaan diawasi;0
syal oranye rombongan umroh dilempari batu jakmania;1
viral video sepeda seharga juta anak maspion dibacok tangan kirinya;1
peralatan telekomunikasi bertuliskan cov dipasang tiang pemancar g;1
nama calon pj gubernur dki dibahas rapat dprd digelar;0
politikus gerindra kritik jubir ksp kontroversi;0
giring bantah konflik psi tuding michael sianipar;0
plt ketum ppp anggap romahurmuziy duta antikorupsi;0
sekwan dprd dki temukan mark up dana reses viani eks psi;0
meminum air berbahaya tubuh ginjal memproses air;1
ramai ramai dorong jokowi bersuara penundaan pemilu;0
psi kpk usut penyelenggaraan formula e data ditutupi;0
golkar inisiator ketum parpol bersatu tolak pemilu tertutup;0
pan pastikan rk saudara gabung golkar;0
foto contoh anak raja salman arab yg kuliah amerika;1
fadli zon sentil mahfud md keliru sejarah serangan maret;0
pks batal deklarasi koalisi anies pemodal;0
megawati komentari isu kesukuan profesor pusing;0
airpods memancarkan radiasi emf berbahaya;1
foto post prabowo sandi dinanti dunia;1
meme foto sandiaga uno hasil suntingan;1
lucky hakim respons rk susah dikontak gak nomor;0
nasdem cepat prabowo dideklarasikan capres bagus;0
video angin puting beliung menerjang sukabumi;1
megawati sapa ahok sahabat hut pdip;0
foto beras bansos bercampur batu;1
pimpinan dpr pemerintah bentuk satgas pantau pmi negeri;0
jokowi tanggapi isu maju cawapres;0
kuasa hukum rizieq shihab netral pilpres;0
pemerintah tandatangani skb pedoman uu ite;0
riza patria taufik anggota dprd pengurus partai gerindra;0
video mata juling akibat main game ular yg lgi trending skrang hati gaeeees;1
airlangga serahkan nama pengganti azis syamsuddin dpr rabu;0
ajak kader pan duetkan zulhas ridwan kamil pilpres;0
vaksin polio bill gates anak anak india lumpuh;1
akun gerindra sindir psi jual ratusan liter minyak goreng warga;0
tgupp video postingan abu janda anies bicara act hoaks;0
dprd resmi usulkan pemberhentian anies gubernur dki jakarta;0
kamis besok fpi pa demo dpr ri stok makanan rumah menipis lumayan nasi bungkus;1
airlangga hartarto hadiahi sepeda motor mualaf aceh;0
pdip solo gibran pilgub jateng jokowi;0
pdip menpan rb diumumkan tjahjo wafat;0
mari saudara muslimku bantu saudara kirim fotto whatshaap;1
arteria dahlan maaf masyarakat jabar sentilan sunda;0
pasien positif corona dirawat rumah sakit daerah pekanbaru;1
kpu disomasi imbas dugaan kecurangan verifikasi parpol;0
jokowi buka suara nasib wantimpres mardiono konflik ppp;0
sampul majalah tempo berjudul sang dalang perusak bhineka edisi desember;1
pimpinan muhammadiyah cabang mantrijeron yogyakarta ditangkap densus;1
video indonesia bubar;1
mantan ketua kpk keponakan khofifah daftar bacalon dpd jatim;0
tanggal april aktivitas berhenti total;1
surya paloh jan ethes sedah mirah kartu perpustakaan nasdem;0
dpr khawatir tni injak kepala warga papua picu gejolak;0
kaesang pangarep tanggung biaya pengobatan indra bekti;1
syahganda sentil bbm sepelekan suara buruh mahasiswa;0
pks duga maksud sby parpol oligarki atur pilpres;0
kabar terkini india landa badai tornado;1
bandara internasional sepinggan kalimantan timur dijual asing;1
panja dorong pasal kekerasan seksual berbasis elektronik ruu tpks;0
video pemakaman syeikh ali jaber;1
ayla kristine dibesarkan anjing;1
who pria berpenis rentan tertular covid;1
ganjar megawati umumkan capres rakernas;0
foto pemerintahan biden mengibarkan bendera rusia;1
tentara cina indonesia;1
ppp undi nomor parpol peserta pemilu sistem terbaik;0
dubes china buka kartu juta warga masuk indonesia;1
projo doa jokowi ketum pdip adu domba menyesatkan;0
sederet nama didorong pengganti anies heru airin bahlil;0
video letusan gunung white island new zealand;1
prabowo aminkan pernyataan jokowi jatah pilpres;0
tito pj bupati seram barat butuh figur intelijen;0
foto produk mobil esemka terbaru;1
demokrat hei hasto ko tidor miring bangun;0
pkpu disahkan pemungutan suara pemilu digelar februari;0
ppp bidik capres partai anies rk erick thohir;0
riza patria bantah taufik dicopot doakan anies presiden;0
survei ahy tempel prabowo bursa capres ketum parpol;0
canda prabowo relawan joman takut;0
nasdem instruksikan pengurus daerah pasang spanduk anies capres;0
relawan anies mundur jabatan kepala daerah diperpanjang;0
kpu kaji usul pemerintah undur pemilu mei;0
jokowi covid hilang total negara;0
dpr bahas pembentukan provinsi papua besok;0
penghina habib rizieq tewas terkena azab;1
surat permintaan data pensiunan pns asn program wirausaha pintar;1
video warga austria menentang lockdown;1
jembatan suramadu bebas aktivitas orang kendaraan ditutup;1
enam pilar transformasi ketahanan kesehatan indonesia;0
ruu tpks kekerasan seksual berbasis elektronik didenda rp juta;0
alasan psi pecat viani limardi patuh setia;0
bamsoet kekurangan pjj pandemi turunkan kualitas siswa;0
bahaya bertelepon dapur kompor menyala;1
live facebook baim bagikan uang hp menebak angka;1
pdip gusar anies bawa tanah kampung akuarium ikn;0
kpu ulang pilkada yalimo ditolak massa erdi jhon;0
layanan gratis rumah sakit citarum;1
tambang ilegal rusak lingkungan kaltim gubernur isran curhat dpr;0
sby cium upaya jegal demokrat calonkan presiden;0
kolase foto iklan caleg pks isinya poligami doang;1
video memasak popcorn ponsel;1
lowongan kerja dinas kesehatan kabupaten bojonegoro;1
untung rugi ambang batas presiden digugat gatot nurmantyo;0
arab saudi merayakan lockdown;1
prabowo calon panglima pilihan jokowi prajurit terbaik tni;0
dirjen daglu tersangka fraksi gerindra dpr panggil mendag;0
mengunyah kulit pohon jambu mete menetralisir racun gigitan ular;1
video hakim wahyu diseret paksa sidang;1
berkas calon panglima tni andika perkasa lengkap diverifikasi dpr;0
surat sosialisasi sinta versi ditjen diktiristek kemendikbudristek;1
satunya negara yg covid nya tanzania gak adakan rapid test n pcr penduduknya;1
komnas ham boneka cendana melindungi teroris papua;1
skb lembaga pedoman revisi uu ite;0
foto mobil terlibat kecelakaan beruntun tol purbaleunyi;1
psbb jawa bali perpanjang maret;1
ppp kader usung anies pilpres;0
pdip kampanyekan makan babi dibawa kemana nkri;1
rs premier bintaro lockdown tenaga medis positif covid;1
kemendikbud berencana melaksanakan unbk matematika april;1
wahhh… orang kaya nih;1
prabowo puan respons capres rambut putih versi jokowi;0
perludem tolak presiden periode maju cawapres elok;0
lsi denny ja duet ganjar airlangga populer kalahkan anies ahy;0
tidur sehabis menangis cuci muka sebabkan mata bintitan;1
pemerintah targetkan ikn dihuni ribu orang;0
ksp balas sindiran ahy kenaikan bbm dukung tolak;0
ganjar menteri jokowi hadir temu kangen kagama ancol;0
capres riwayat mabuk judi zina;0
kpu instruksi jokowi kematian kpps pemilu terulang;0
hasyim asy ari respons laporan curang kpu tersangka;0
gibran pamer foto bareng anies baswedan solo mari makan;0
mulan jameela undur dpr ri;1
demokrat firli jaksa kpk mundur tolak tetapkan tersangka;0
video pasien meninggal menit divaksin;1
pks manuver elite amendemen terbaca;0
pj gubernur dki putuskan nasib pns anggota tgupp era anies;0
tulisan kaos khabib nurmagomedov;1
nama bayi unik crazy killers;1
gereja dibangun tulang tulang umat islam;1
surat edaran kompensasi zona merah bupati temanggung;1
ketua pbnu tanggapi surat haidar bagir menteri nadiem;0
waketum nasdem desas desus cari kesalahan anies formula e;0
manuver politik ganjar pranowo berujung sanksi pdip;0
politikus nasdem pesan surya paloh prabowo tua;0
lemhanas wacana penundaan pemilu didukung modalitas politik;0
lepas posisi ketua komisi iii herman herry klaim loyal megawati;0
asap putih pesawat chemtrail senjata biologis berbahaya;1
memakai masker menyebabkan kanker;1
pbnu kiai juru kampanye cak imin bawa bawa nama nu;0
vaksin corona mengandung babi mengubah dna manusia zombie;1
ramai ramai pejabat maaf penanganan covid;0
ijtima ulama nusantara pkb bahas kriteria ideal pengganti jokowi;0
akun facebook gubernur sumatera barat mahyeldi ansharullah;1
foto jokowi salam sholat tulisan salam pancasila;1
video presiden jokowi menari rakyat berdemo;1
pesan singkat shopee hadiah juta;1
relawan anies mengaku kenal kelompok majelis sang presiden;0
surat pengangkatan cpns kementerian panrb;1
respons sandiaga dituding pengkhianat gerindra gara gara pilpres;0
komisi x kemenkumham tangguhkan pendaftaran citayam fashion week;0
foto kim jong un meninggal dunia trending twitter;1
puan mengaku kandidat pendamping pilpres;0
video alloh swt mencabut ruh perdana menteri gujarat india dlm sekejap mata;1
demokrat pkb tolak ppn sembako khawatir usik stabilitas;0
relawan tanggapi jokowi tolak periode wajib bicara;0
survei ssi prabowo menang pilpres putaran;0
bendera israel burj khalifa dubai united arab emirates uae;1
gibran andai kaesang maju solo sowan fx rudy;0
sms hadiah bpjs kesehatan rp juta;1
akun whatsapp anggota dprd tanjungpinang dicky novalino dana;1
ruu pdp selesai dibahas sepakat lembaga pengawas presiden;0
jokowi umumkan pemilu pdip sentil menko sok berkuasa;0
psi pecat anggota dprd dki jakarta viani limardi;0
waketum ppp arsul erick thohir cocok capres cawapres;0
video megawati merombak pancasila;1
effendi sentil dudung presiden aja berani ngomong gitu;0
bikin positif acara pernikahannya testnya;1
media mainstream publish berita ttg aksi penolakan ruu omnibus law;1
puan janji tindak lanjuti usulan pembentukan pansus insiden kanjuruhan;0
ksal yudo akui jalani fit and proper test panglima tni;0
kebakaran daerah rasau jaya kalimantan barat;1
ganjar fokus covid positivity rate jateng juara jawa;0
hoax berita sesuai kepentingan penguasa;1
krisdayanti klarifikasi gaduh gaji fantastis anggota dpr;0
dpr sahkan ahmadi noor supit anggota bpk gantikan harry azhar;0
pakar elite tunda pemilu pengkhianatan konstitusi;0
anggaran sumur resapan anies dihapus apbd;0
surya paloh usul capres misi visi mpr;0
cak imin kecam pengepungan polisi wadas tolong musyawarah;0
cerita megawati rombongan nu pakai sandal jepit temui sukarno;0
wujud bebek tikus hasil gabungan dnanya;1
lsm kritik proses penunjukan penjabat kepala daerah transparan;0
perludem pilpres diundur langgar uud pandemi alasan;0
video sapaan maruf amin dinilai dicuekin pengunjung rumah makan cawapres;1
gambar tangkapan layar detiknews bergerak tolak politik dinasti membunuh demokrasi;1
gerindra lapor polisi baliho jegal prabowo aceh;0
survei lsn prabowo dukungan warga nu;0
babi berbulu domba diciptakan austria mengecoh umat muslim;1
game omicron;1
bima arya ridwan kamil masuk bursa capres golkar ppp pan;0
dpr vaksin covid gratis masyarakat;0
kemenag buka suara pemkot ternate gelar salat iduladha juli;0
jelang lengser anies pamit parisada hindu dharma indonesia;0
gambar islam liberal;1
musra tampung aspirasi pasangan capres cawapres pilihan;0
istana beli mobil rp miliar pks pemerintah cerdas;0
mahfud md ingatkan kpu kecurangan pemilu;0
isi pembicaraan jokowi prabowo pertemuan istana;0
akun facebook wali kota bitung tawaran jabatan;1
akun instagram loker pt hutama karya;1
jokowi istrinya memiliki rekening negeri menyembunyikan uang suap komunis cina;1
putusan mahkamah konstitusi terkait pilkada sampang;1
jokowi puan kali resmikan masjid at taufiq;0
ketua dprd dki izinkan formula e pakai apbd;0
gerindra tangerang raya deklarasi usung prabowo presiden;0
gabung golkar wanda hamidah akui kecewa nasdem anies;0
video potongan kanker menjauhi bawang putih mendekati emas;1
video hakim jaksa terkejut arab saudi mui pasang badan bebaskan habib rizieq jeruji besi;1
ganjar respons khilafatul muslimin pancasila paud;0
pengurus demokrat moeldoko yusril egomania;0
ahy bangun koalisi memaksakan kehendak;0
yasonna laoly ajak kader pdip rapatkan barisan hadapi pilpres;0
kazakhstan pansus ruu ikn kunjungi bsd alam sutra besok;0
pks deklarasi koalisi november batal tanda keretakan;0
mark zuckerberg friendly reminder never happened in here;1
bem malang raya bunyi istana bualan;0
jokowi melarang umat islam berkerumun masjid idul fitri;1
bill gates membeli telegram;1
bayi perempuan lahir rs uruguay tangan tertutup orang berdoa menempel;1
desakan reshuffle menteri nasdem heran relawan jokowi campur;0
mantap presiden vladimir putin menyebar hewan buas warganya rumah;1
partai buruh setuju perppu ciptaker jokowi isinya;0
inventaris pesawat terbang camat kabupaten cilacap;1
andika perkasa masuk bursa capres versi litbang kompas;0
penonton liga jerman konfigurasi menghormati rasulullah;1
ilmuwan jepang menemukan tembus pandang;1
jogja tionghoa metro tipu penjajah;1
jubir jokowi alergi kritik demokrasi berjalan;0
uang pangkal masuk undip mencapai miliar rupiah;1
akun whatsapp wakil bupati majalengka tawarkan bansos;1
viral mendunia bocah afrika dihukum dipaksa bernyanyi lagu kebangsaan china;1
pki jaya tni waspadalah;1
gebrakan menteri kesehatan;1
program mudik sehat psbb big bird;1
video penyiksan muslim india trus;1
soekarwo klaim kirim surat mundur demokrat sby;0
jokowi kekayaan ri jaga lindungi dieksploitasi;0
bersatu nomor;1
pb hmi polisi pemkab bogor izin keramaian reuni;0
mantan bupati gresik meninggal dunia;1
suara adzan masjid mengecilkan virus corona;1
igun langsung terbang jerman jenguk bunda corla dukun jerman sakit bunda corla;1
salah jenis penyiksaan komunis biadap muslim uighur;1
tito penjabat gubernur pengganti anies dilantik oktober eselon i;0
video hujan es cianjur katany;1
risma mengaku ditekan hapus juta data ganda bansos;0
pdip kritik anies banding ptun peka masyarakat;0
penganugerahan gelar reformasi amien rais ui;1
ganjar tanggapi deklarasi relawan urus covid;0
jokowi dibaptis ulang mengganti nama hebartus;1
pasar tebet barat ditutup total pedagang positif corona;1
menkominfo johnny plate dikabarkan mundur nasdem buka suara;0
foto monumen bani kodok ikn;1
orang shalat aman corona;1
puan bertemu gus yahya nu pdip konstituen;0
video jokowi pucat sby pelaku korupsi;1
cak imin kampanye hitam muktamar nu biasalah ger geran;0
pemerintah sengaja dana haji;1
surat undangan workshop pendukung jabatan fungsional perencanaan workshop apak;1
facebook ditutup april;1
video hati buah berbiji berbahaya haram;1
tes cpns bocor;1
rapat dpr nadiem kaji wacana ppn sekolah;0
bertemu kondangan anies didoakan rizieq shihab;0
anjing zionis israel dilatih menggigit orang sholat;1
putra haji lulung sambangi markas demokrat bahas dukungan anies;0
sby sakit pdip jokowi tiru perhatian megawati soeharto;0
gelar acara lampung gerindra pkb tempur bareng;0
jus daun pepaya menyembuhkan dbd;1
waketum ppp kader khofifah cawapres;0
kemendagri bahas pemekaran papua selatan fokus otsus;0
video gereja azankan corona ga aktif dengarkan azan;1
foto hrs patung christ the redeemer;1
demokrat tegaskan copot lukas enembe ketua dpd papua;0
pkb merah tolak koalisi pks dukung prabowo muhaimin;0
proyeksi airlangga banten airin gubernur andika bupati serang;0
foto vtube skrg dibawah naungan fifa;1
video kejadian td pagi riau ga sholat berjamaah;1
foto duta syahwat kader nu;1
foto arnold schwarzenegger mengenakan kaus bergambar peta krimea;1
begal beraksi jalan nangka denpasar;1
foto siswi bunuh mengikuti kelas online;1
kapolda metro laskar fpi rampas pistol polisi tembak polisi;1
kpu terima pendaftaran parpol;0
dorong poros pilpres salim segaf realistis capres;0
nasdem respons survei lolos dpr;0
pesan whatsapp acara launching program mnc peduli;1
survei elektabilitas puan turun baliho kepak sayap kuat;0
peragaan busana telornasi umat beragama;1
data tol ditutup arah dki jakarta;1
ahy kritik harga bahan pokok penghasilan masyarakat pulih;0
poster launching pusat poligami pks cikarang utara;1
raja salman meninggal terindikasikan keracunan kopi;1
daftar virus berasal china;1
pesawat kargo china mendarat bandara soetta izin menyebarkan chemtrail;1
video roket² al qassam menghantam wilayah israel kejadian korban yahudi;1
jokowi isi pertemuan megawati istana batu tulis;0
pesan bupati situbondo beliau wafat;1
video demo besaran australia bawa kain merah putih meneriakan nama jokowi;1
ganjar didukung pdip pilpres;0
viani limardi langgar ganjil genap dipecat psi;0
judul berita itv efek samping vaksin wajah merah;1
jokowi mega pidato politik hut pdip besok;0
gus azmi raja tawuran;1
anis nyimak mendengarkan keluhan warganya yg terdampak utang;1
jokowi prabowo kerutan wajah rambut putih;0
pemenang lelang sirkuit formula e diduga diatur jakpro bantah;0
anies temui surya paloh kantor nasdem lapor hasil keliling jabar;0
nasdem golkar semoga ditinggal syahwat sahrul terpenuhi;0
pengamat nilai dinamika internal golkar kuat ancam konstelasi kib;0
pdip tegaskan mundur interpelasi anies;0
video raja bahrain dubai pengawal robotnya;1
mkd panggil anggota dpr inisial dk dugaan pencabulan;0
video eric tohir terbuka chip vaksin covid;1
kota pindah penajam dpr jadikan bsd alam sutra contoh;0
perangkat anti pengenalan wajah demonstran hong kong;1
nasdem isu reshuffle kontrak politik jokowi;0
lowongan kerja pt otoritas jasa keuangan;1
video bunuh mayasari plaza;1
pemerintah sasaran kritik direktur bin pj bupati pidie;0
masinton ganjar pranowo berani nyapres partai;0
kabar gembira menag fachrul razi tarik ucapannya ibadah haji dilaksanakan syaratnya;1
video berita terkini deklarasi ganjar pranowo dihadiri langsung jokowi megawati mendadak bungkam;1
setneg tanggapi isu periode kepuasan jokowi anjlok;0
helikopter milik azerbaijan jatuh;1
video dokter bule;1
jepang negara dikunjungi mahathir;1
foto pria berwajah ustadz abdul somad berkah dalem romo;1
cerita jokowi semadi respons desakan lockdown pandemi;0
foto sapi bertelur mempercepat produksi telur pemerintah china;1
koalisi pks demokrat nasdem ketimbang partai;0
pdip kritik gaya komunikasi heru budi gagal redam kegaduhan;0
waspada mobilcina merk geely sulap mobil esemka;1
jokowi dewan pers ngomong kemerdekaan pers;0
airlangga tunggu partai umumkan capres kib;0
foto a polor bear doin in arlington texas;1
temui gibran hary tanoe wejangan majukan partai perindo;0
pkb cak imin sapa prabowo capres dihormati;0
instagram membatasi jangkauan foto unggahan pengguna pengikut;1
demokrat pkb pks bentuk koalisi pilpres diumumkan;0
tiket koalisi pdip dinilai pede;0
poster erick thohir khofifah bertebaran jember;0
mahfud jamin anggaran pemilu cair rasional;0
puan lapor mega hasil safari politik pdip koalisi capres;0
gerindra benahi polemik internal sandiaga capres ijtima ulama;0
kabar pembukaan showroom esemka boyolali;1
begituan ruang kosong adik brigadir j bukti hubungan pc km hakim kaget main;1
psi usul pansus sumur resapan anies gerindra anggap cari sensasi;0
hamza dalj aljazair hacker membantu palestina dihukum mati;1
polling membangun kuil masjid tapak masjid babri diruntuhkan false polling to build temple or mosque over demolished babri mosque;1
fokus urus anak neno warisman mundur partai ummat;0
laga debut cristiano ronaldo al nassr disaksikan miliar manusia tayangan televisi;1
foto jurnalis menangis meliput serangan tentara israel masjid al aqsa;1
anggota dpr brigadir j kado buruk polri;0
uji kelayakan calon anggota bpk dijadwalkan september;0
